,num_cp,dim_h0_amb_1,dim_h0_amb_2,dim_h0_amb_3,dim_h0_amb_4,dim_h0_amb_5,dim_h0_amb_6,dim_h0_amb_7,dim_h0_amb_8,dim_h0_amb_9,dim_h0_amb_10,dim_h0_amb_11,dim_h0_amb_12,dim_h0_amb_13,dim_h0_amb_14,dim_h0_amb_15,dim_h0_amb_16,dim_h0_amb_17,dim_h0_amb_18,dim_cp_1,dim_cp_2,dim_cp_3,dim_cp_4,dim_cp_5,dim_cp_6,dim_cp_7,dim_cp_8,dim_cp_9,dim_cp_10,dim_cp_11,dim_cp_12,dim_cp_13,dim_cp_14,dim_cp_15
4526,8,6,4,4,6,6,24,9,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6674,5,24,8,8,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
4320,8,6,4,4,6,6,6,8,12,24,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
898,10,4,4,6,4,4,12,8,8,8,8,12,12,8,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,0,0,0,0,0
428,13,6,4,4,4,4,6,6,4,4,4,12,6,6,8,12,12,0,0,1,1,1,1,1,1,1,1,2,2,2,2,3,0,0
5433,7,24,6,6,6,6,18,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3501,8,6,6,6,6,8,8,18,8,9,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6153,5,18,6,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
7106,3,24,12,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1222,10,6,6,4,6,6,4,4,6,8,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
7029,4,36,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
3360,8,4,4,6,4,4,12,8,24,24,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
5641,7,32,6,6,6,8,8,9,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5050,8,6,4,4,6,6,16,8,8,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4347,6,12,6,6,16,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5935,6,18,6,6,6,24,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1621,9,6,6,6,6,6,6,6,12,18,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
7012,7,4,4,6,4,4,108,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3975,8,6,6,6,6,6,6,27,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
6275,5,20,10,10,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0
1096,10,4,4,4,4,4,6,6,6,18,36,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
2715,7,12,6,6,6,6,12,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2072,9,6,4,4,16,6,6,8,8,12,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
7092,5,6,8,6,48,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
5143,7,6,8,6,8,32,8,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
3927,7,6,8,6,8,16,16,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
5483,7,24,6,6,6,6,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
6631,6,6,8,6,6,8,24,36,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2588,7,6,6,6,18,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
1788,9,4,4,6,4,4,6,9,27,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
7448,3,45,9,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
4032,8,4,4,6,4,4,54,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
528,10,4,4,4,6,6,6,9,6,18,12,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5072,7,6,8,6,8,8,8,8,8,30,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
192,12,6,6,4,4,4,6,6,6,6,9,6,6,9,9,9,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
4224,9,4,4,6,4,4,12,4,48,8,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
1126,10,4,4,4,4,4,6,6,6,9,36,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
7255,5,48,6,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
3996,7,6,6,6,6,18,18,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
5780,5,6,6,24,9,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
304,11,6,6,4,4,4,6,6,6,6,4,12,27,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
3422,9,4,4,6,4,4,6,9,9,27,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
1292,10,4,4,4,4,4,9,6,8,18,8,12,12,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
70,13,4,4,6,4,4,6,6,4,4,9,6,4,9,6,18,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
7754,3,45,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
4486,8,6,4,4,10,10,6,6,20,15,15,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
2687,8,6,8,6,6,6,8,16,9,9,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4060,8,6,4,6,4,6,9,27,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
6684,5,12,8,8,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
831,10,6,8,6,6,6,6,6,8,8,8,12,9,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
5037,7,4,4,4,36,8,8,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1456,9,6,4,4,8,6,6,8,8,18,9,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3869,6,16,6,12,8,9,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
4803,7,6,4,4,10,6,6,15,30,15,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
238,11,4,4,4,4,4,9,6,4,10,9,10,10,15,15,0,0,0,0,1,1,1,1,1,1,1,2,2,2,4,0,0,0,0
92,12,6,4,4,4,4,8,6,6,9,4,6,8,12,12,9,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,0,0,0
2977,8,4,4,4,6,8,8,27,12,9,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6964,5,40,6,6,10,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
7492,3,20,8,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
5397,6,24,6,12,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
3780,6,6,20,12,12,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
4328,8,24,6,6,6,6,6,6,8,12,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5204,6,6,8,24,8,8,9,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
4140,6,6,8,18,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
4943,6,24,6,6,6,8,20,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
1001,9,4,4,4,8,6,9,6,8,18,12,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
4503,7,6,8,6,6,16,24,8,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7520,3,15,15,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2377,8,6,6,6,6,6,18,9,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
4398,6,6,8,8,8,8,20,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
3454,8,4,4,6,4,4,9,27,18,6,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
6477,6,6,6,6,48,8,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3165,7,6,8,6,8,8,10,8,10,15,15,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,0,0,0,0,0,0,0,0
1532,9,6,8,6,6,6,6,6,8,9,9,12,12,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
2410,9,4,4,6,4,4,12,6,9,24,12,8,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
4767,6,6,8,6,8,9,12,12,16,16,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0
411,11,4,4,4,4,4,9,6,6,9,9,18,9,6,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
3460,7,6,8,6,8,12,9,9,9,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
7527,3,6,30,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2805,7,12,6,12,6,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
7247,4,14,14,14,14,21,21,21,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0
5781,7,4,4,6,4,4,12,60,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
3082,8,10,10,6,6,6,6,10,10,20,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
4507,7,6,10,6,8,8,10,8,10,15,20,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,0,0,0,0,0,0,0,0
1736,8,4,4,4,6,6,18,18,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
3535,9,4,4,4,6,6,6,6,9,36,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4932,6,8,10,8,10,8,10,12,15,15,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0
7160,5,10,10,8,10,8,10,50,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0
6219,5,18,6,6,8,30,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5990,6,6,6,6,18,27,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
5495,7,18,24,6,6,6,8,8,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
633,10,4,4,6,4,4,9,6,6,9,9,18,6,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
3021,7,6,8,12,8,12,8,9,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
498,2,20,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6605,7,6,8,6,6,6,8,40,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
2463,7,18,6,6,6,12,9,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
4421,8,4,4,6,4,4,9,36,12,8,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
637,10,6,4,4,6,6,6,6,6,9,9,18,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
720,10,4,4,4,4,4,12,24,6,6,9,8,12,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
288,11,6,4,4,4,4,4,4,6,15,15,4,10,15,15,0,0,0,0,1,1,1,1,1,1,1,2,2,2,4,0,0,0,0
757,10,6,6,6,6,6,6,6,6,9,9,9,9,9,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
3159,7,18,6,6,6,6,12,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
6268,5,16,6,8,12,12,16,16,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
3089,6,12,12,6,10,10,10,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
4877,6,12,10,6,6,10,20,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
6440,8,6,4,4,6,6,6,72,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4710,7,6,4,4,15,15,6,6,15,15,15,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
449,11,6,4,4,6,4,6,6,6,9,6,6,18,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
596,11,6,6,4,6,6,4,4,4,6,8,8,8,36,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
4984,5,18,6,12,9,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
1068,9,6,6,6,6,6,6,12,12,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1942,9,6,6,6,6,6,6,6,8,9,12,12,12,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
1647,8,6,6,6,6,12,12,12,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
3827,8,18,6,6,6,6,6,6,18,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5168,8,6,4,4,6,6,6,12,54,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
2700,8,6,6,6,6,6,12,18,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1700,8,12,6,6,6,6,9,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6302,7,6,6,6,6,6,12,36,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
7589,3,30,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
4077,6,6,6,18,8,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2942,8,6,4,4,12,6,20,9,6,6,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6444,6,6,8,6,8,18,8,36,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3352,7,6,4,4,6,9,9,18,18,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7258,6,48,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0
2123,9,4,4,4,6,6,6,6,18,27,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4043,11,6,4,4,4,4,6,6,6,4,4,54,6,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
86,13,6,4,4,4,6,4,4,9,6,6,6,4,9,4,27,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
2308,7,12,6,6,12,9,9,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2677,8,6,6,6,6,6,16,8,9,12,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6343,6,6,4,4,10,10,45,15,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
6046,5,12,12,8,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
7751,3,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2594,9,4,4,4,4,4,6,9,8,12,12,24,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3545,9,24,6,6,6,6,6,6,6,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3058,8,6,6,12,6,6,6,18,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1029,9,6,6,6,6,6,6,12,12,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3813,7,24,6,6,6,6,18,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2876,8,4,4,6,4,4,18,18,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4418,6,6,6,18,8,9,12,12,12,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
3347,9,6,4,4,6,6,12,9,9,18,6,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
2144,8,6,6,6,6,6,8,9,9,12,12,12,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
3838,8,24,6,6,6,6,6,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
6203,7,4,4,6,4,4,15,15,45,10,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
7327,3,24,36,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1200,10,4,4,4,4,4,6,9,6,9,27,9,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
2025,8,12,6,6,6,6,12,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
621,11,4,4,4,4,4,9,6,6,36,6,9,6,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
7139,5,24,6,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
566,10,6,6,6,6,6,6,8,8,8,8,9,9,9,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
7081,8,6,6,6,6,6,6,6,6,81,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1837,9,6,4,4,4,4,6,9,9,9,9,18,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
1334,9,6,6,6,6,6,8,8,8,9,9,9,12,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
5722,6,6,6,6,16,24,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7462,5,6,6,6,60,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
2099,9,4,4,4,6,6,9,6,18,18,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5785,4,12,16,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
3288,7,6,8,6,8,18,8,9,9,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
6307,8,6,6,6,6,6,6,6,54,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1688,8,6,6,6,6,6,18,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
745,10,6,6,6,6,6,6,6,6,12,12,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5374,7,6,4,4,6,24,8,12,24,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4257,7,12,6,6,6,24,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
2187,9,4,4,4,6,9,6,6,27,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
195,12,4,4,4,6,6,6,9,9,6,6,6,6,9,9,9,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
1152,9,6,4,4,9,6,6,12,9,18,6,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4019,7,6,6,6,6,18,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
5180,6,6,8,6,12,24,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
802,10,4,4,6,4,4,9,6,4,18,18,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
6755,6,6,4,4,8,12,12,72,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2350,8,4,4,4,4,4,6,12,24,30,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
7328,3,24,9,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3286,8,4,4,4,6,8,8,12,18,24,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
7108,5,18,6,6,54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
5879,7,4,4,6,4,4,45,6,15,15,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
2068,8,6,6,12,8,6,12,8,8,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2907,7,6,8,6,6,8,8,18,12,9,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3433,7,6,6,6,6,9,9,12,12,12,12,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0
7275,5,24,6,6,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
644,10,4,4,6,4,4,9,6,9,8,12,6,12,12,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
6942,5,6,8,18,8,36,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5893,7,6,8,6,6,6,8,24,24,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4092,6,6,6,6,18,18,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
6160,5,18,6,27,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0
5461,7,24,6,6,6,6,18,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
120,12,6,4,4,4,6,4,4,9,6,4,9,9,27,4,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
1777,8,6,4,6,9,6,9,9,9,9,9,9,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0
2981,8,6,6,6,6,6,6,18,18,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
6800,5,6,6,24,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
3074,8,6,8,6,6,6,8,16,9,9,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6315,7,6,6,10,6,6,10,10,10,45,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
4696,5,8,8,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0
3035,8,6,4,4,8,24,6,6,8,24,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
