,num_cp,dim_h0_amb_1,dim_h0_amb_2,dim_h0_amb_3,dim_h0_amb_4,dim_h0_amb_5,dim_h0_amb_6,dim_h0_amb_7,dim_h0_amb_8,dim_h0_amb_9,dim_h0_amb_10,dim_h0_amb_11,dim_h0_amb_12,dim_h0_amb_13,dim_h0_amb_14,dim_h0_amb_15,dim_h0_amb_16,dim_h0_amb_17,dim_h0_amb_18,dim_cp_1,dim_cp_2,dim_cp_3,dim_cp_4,dim_cp_5,dim_cp_6,dim_cp_7,dim_cp_8,dim_cp_9,dim_cp_10,dim_cp_11,dim_cp_12,dim_cp_13,dim_cp_14,dim_cp_15
2426,8,6,4,4,6,6,9,9,12,12,12,12,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
1814,8,6,6,6,6,9,9,9,12,12,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2274,9,4,4,4,8,36,6,6,8,8,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
1011,9,18,6,6,6,6,6,8,8,8,8,9,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
6260,5,8,8,8,8,16,16,16,16,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0
1067,9,4,4,4,6,6,9,18,12,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1991,8,18,6,6,6,6,6,12,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3970,8,6,4,4,6,9,6,27,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
5586,6,6,6,6,10,9,15,15,15,15,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0
6847,5,12,6,36,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
3867,6,8,8,8,8,8,20,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0
7003,4,30,10,9,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
3048,9,4,4,4,8,6,6,6,6,36,12,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
781,11,4,4,4,4,4,6,12,6,6,9,8,12,12,9,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
7615,4,8,10,8,10,60,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0
1749,8,6,6,6,6,12,9,9,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
2791,7,12,6,6,12,12,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
1091,10,4,4,4,6,4,6,6,36,6,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
5425,7,6,4,4,10,8,8,10,15,20,20,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,0,0,0,0,0,0,0,0
6643,4,18,6,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
6690,6,12,6,6,6,54,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
6787,5,6,6,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
2608,10,4,4,4,4,4,9,6,4,6,9,54,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
6442,6,12,6,6,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
2290,9,6,6,6,6,6,6,6,24,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1727,8,6,6,6,6,12,9,9,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
610,10,6,4,4,6,6,6,6,6,18,9,9,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
4666,7,6,6,6,6,18,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
343,3,18,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
6212,6,6,6,6,8,36,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6128,7,6,6,6,6,36,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3750,8,4,4,4,8,24,8,8,8,12,16,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
6687,5,20,6,10,30,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
6854,5,6,8,6,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
3215,7,12,6,6,6,18,9,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
97,12,6,4,4,4,4,6,6,6,6,6,6,6,27,9,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
4935,6,16,6,6,6,20,9,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
1537,9,6,4,4,8,6,6,6,12,9,9,12,12,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
3588,7,16,8,6,6,8,8,8,12,16,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
3648,7,6,6,6,6,6,18,18,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
6253,4,60,6,6,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
4862,7,24,6,6,6,6,12,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
1517,10,6,4,4,6,4,9,12,6,9,9,9,6,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
7673,3,60,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
4624,7,6,6,6,6,8,8,12,12,16,16,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
4272,8,4,4,4,8,18,6,8,24,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
3669,7,6,6,6,12,18,9,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2090,9,6,4,4,6,6,6,6,18,18,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
572,10,6,4,4,6,6,6,6,6,8,12,9,12,12,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
7135,5,16,6,48,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
5952,6,6,8,12,8,8,36,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6524,4,9,9,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0
3062,8,6,6,12,6,6,6,12,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4977,5,18,8,9,9,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
5688,7,6,6,6,6,6,18,27,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
5476,6,16,8,8,8,16,8,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0
7386,4,20,6,6,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
7439,4,6,10,45,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
4479,9,6,4,4,6,6,6,6,6,54,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
370,11,6,4,4,4,4,6,6,6,6,6,9,9,27,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
1938,9,6,4,4,6,6,6,8,12,9,9,12,12,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
5558,6,6,6,6,6,24,20,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6780,5,6,6,27,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
3670,7,6,6,6,12,18,9,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
3652,7,18,6,6,6,8,8,12,9,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
2361,7,12,6,6,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
4260,8,4,4,4,6,6,6,36,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4896,7,18,18,6,6,6,6,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
7074,6,6,4,4,8,40,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
3737,7,12,18,6,6,6,6,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4840,6,12,10,12,10,10,10,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
6207,7,6,4,4,6,6,18,54,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
5448,7,6,24,6,6,8,8,18,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1171,9,6,6,6,6,6,6,9,9,9,9,9,9,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0
6841,5,6,8,8,8,12,12,40,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
1422,9,4,4,4,8,18,6,8,8,18,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
7043,6,6,6,6,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
6911,5,32,6,6,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
5159,7,4,4,4,10,10,10,30,30,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0
874,10,4,4,4,6,6,6,6,9,8,12,9,12,12,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
2297,7,8,8,8,8,8,8,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0
2643,8,6,6,6,6,6,12,18,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
7134,5,12,8,8,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
840,10,4,4,4,18,6,6,6,6,6,18,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
581,10,6,4,4,6,6,6,6,6,18,9,9,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
204,12,6,4,4,4,4,6,6,6,9,9,6,6,9,9,9,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
1641,9,4,4,4,6,8,8,8,8,12,12,12,12,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,0,0,0,0,0,0
2014,9,6,4,4,8,6,8,6,12,8,24,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
3253,7,6,6,6,6,6,18,18,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
4852,7,6,4,4,8,24,8,8,16,16,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
905,10,6,6,4,4,4,8,18,6,6,8,8,12,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
631,10,4,4,4,4,4,9,6,9,9,27,9,6,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
5572,5,24,6,9,9,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
5040,8,6,4,4,18,6,6,9,6,27,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1974,8,6,6,6,6,6,6,12,18,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
162,12,6,6,4,4,6,4,4,9,6,6,4,6,6,27,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
5360,5,6,10,18,10,9,15,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
7051,4,30,6,30,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
4998,7,6,6,6,6,27,9,9,9,9,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
4713,6,6,6,12,12,12,12,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
875,10,6,6,6,6,6,6,6,6,8,8,9,12,12,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
1431,10,4,4,4,6,6,24,6,6,9,9,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
4643,6,10,10,6,10,8,10,12,12,20,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0
7226,7,4,4,6,4,4,12,60,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4907,9,6,6,6,6,6,6,6,6,36,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4995,6,6,8,6,8,12,12,12,12,16,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0
2856,8,8,8,8,8,16,8,8,8,8,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,0,0,0,0,0,0,0
1861,8,6,6,6,6,12,12,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2659,9,6,4,4,6,6,6,6,24,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
3384,7,6,6,6,18,9,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
7203,4,15,20,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0
7625,4,20,10,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0
5195,6,6,6,6,6,24,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
4733,6,6,6,6,20,9,9,12,12,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
3331,7,6,6,6,6,18,18,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
7416,4,18,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
5911,7,12,6,6,6,6,36,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
6246,7,4,4,4,6,18,54,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
2096,9,4,4,4,6,6,9,6,18,18,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
2003,8,18,6,6,6,6,6,12,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5339,6,6,6,10,10,9,15,9,15,15,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0
546,12,4,4,6,4,4,6,6,6,6,4,9,9,6,27,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
1449,10,4,4,4,18,6,6,9,6,6,6,18,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5944,6,6,4,4,12,12,18,18,18,18,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,0,0,0,0,0,0,0
2610,8,6,4,4,9,18,9,9,12,6,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1900,9,6,6,6,6,6,6,6,18,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
6191,6,6,4,4,60,6,8,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2757,10,4,4,4,4,4,6,12,6,9,8,8,36,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
1885,10,4,4,6,4,4,9,6,6,9,36,6,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
7582,5,12,6,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
2097,9,4,4,4,6,6,6,9,18,18,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6834,8,4,4,6,4,4,6,9,9,36,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
7050,4,24,6,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
836,10,4,4,4,8,8,8,6,6,8,8,12,12,12,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,0,0,0,0,0
3471,7,6,4,4,12,18,9,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4697,6,6,4,4,8,12,24,24,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6250,5,6,8,24,8,24,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
2171,8,6,4,4,9,8,12,6,12,12,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6751,5,8,8,12,12,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
6689,5,8,10,8,10,8,30,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0
398,11,4,4,4,4,4,12,6,6,9,9,8,12,6,12,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
2010,10,4,4,4,4,4,6,6,6,9,18,27,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
7535,4,54,6,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1283,9,6,4,4,6,6,6,12,12,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
5538,6,6,8,8,10,8,10,15,15,20,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0
6537,5,10,10,6,10,30,9,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
4256,7,24,18,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
1836,8,6,4,4,6,6,6,9,18,18,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1019,9,4,4,4,6,6,8,8,8,36,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
1326,9,6,6,6,6,6,6,6,18,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
4870,7,24,8,6,8,8,8,8,8,12,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
475,11,4,4,4,6,6,6,6,9,6,6,18,9,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
2810,7,16,8,16,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0
5900,6,16,8,6,6,16,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
1651,8,10,10,6,6,6,12,10,10,10,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
7279,3,30,10,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
6714,6,6,10,6,6,10,10,45,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
2528,4,12,20,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0
1206,10,4,4,4,4,4,6,6,9,8,12,24,8,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
5106,7,4,4,4,8,8,48,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
6952,4,24,12,12,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0
6045,5,6,20,24,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
4952,6,6,10,12,10,10,9,15,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
867,10,6,4,4,4,4,6,6,18,8,8,12,12,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
2974,8,6,6,6,8,8,8,8,8,12,12,12,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,0,0,0,0,0,0,0
541,11,6,6,4,4,4,6,6,6,4,6,36,9,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
1132,10,4,4,4,4,4,9,6,9,9,27,9,6,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
7601,4,24,6,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
6824,6,6,6,6,54,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
3390,7,6,6,6,18,9,9,9,9,9,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
5649,5,20,10,12,10,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
2962,8,6,6,6,6,6,12,18,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4155,7,16,6,6,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0
3259,7,6,8,6,8,8,8,12,12,12,12,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
5100,5,8,8,8,8,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
7748,4,60,6,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
2583,10,6,6,4,4,4,4,4,6,9,4,54,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
2813,9,6,4,4,10,6,6,6,9,10,10,15,15,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,0,0,0,0,0,0
6096,8,6,4,4,8,6,6,8,8,72,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
6807,5,6,6,30,10,15,15,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
5484,7,6,4,4,10,10,10,8,12,20,20,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,0,0,0,0,0,0,0,0
3586,9,6,6,6,6,6,6,6,6,12,27,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
7165,6,4,4,4,72,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
5141,7,6,8,6,8,24,8,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
6686,5,10,10,10,10,10,10,25,25,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0
2630,7,6,6,12,12,8,8,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6292,5,12,8,8,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
5007,5,12,6,18,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
1080,9,6,4,4,9,6,12,6,9,18,6,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4283,7,8,10,8,10,8,10,20,10,8,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,0,0,0,0,0,0,0,0
2085,8,4,4,4,8,8,18,18,8,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2452,7,6,6,6,6,12,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
