,num_cp
5790,8
5791,5
5792,6
5793,8
5794,6
5795,3
5796,5
5797,9
5798,7
5799,8
5800,6
5801,4
5802,8
5803,6
5804,6
5805,7
5806,3
5807,7
5808,6
5809,7
5810,8
5811,8
5812,6
5813,5
5814,5
5815,6
5816,7
5817,8
5818,7
5819,7
5820,7
5821,4
5822,5
5823,7
5824,7
5825,2
5826,6
5827,8
5828,4
5829,8
5830,8
5831,9
5832,7
5833,5
5834,8
5835,8
5836,7
5837,7
5838,10
5839,4
5840,7
5841,6
5842,9
5843,6
5844,6
5845,8
5846,7
5847,8
5848,6
5849,8
5850,6
5851,6
5852,5
5853,4
5854,6
5855,5
5856,7
5857,6
5858,8
5859,7
5860,4
5861,8
5862,6
5863,6
5864,4
5865,4
5866,7
5867,4
5868,7
5869,9
5870,8
5871,6
5872,6
5873,6
5874,7
5875,6
5876,6
5877,9
5878,7
5879,6
5880,8
5881,5
5882,6
5883,9
5884,9
5885,6
5886,10
5887,7
5888,8
5889,9
5890,7
5891,8
5892,5
5893,7
5894,8
5895,7
5896,5
5897,7
5898,8
5899,6
5900,7
5901,6
5902,9
5903,5
5904,7
5905,7
5906,7
5907,8
5908,6
5909,7
5910,5
5911,6
5912,6
5913,8
5914,8
5915,8
5916,5
5917,8
5918,7
5919,6
5920,7
5921,7
5922,4
5923,6
5924,9
5925,7
5926,4
5927,5
5928,9
5929,5
5930,8
5931,8
5932,9
5933,4
5934,7
5935,7
5936,5
5937,6
5938,9
5939,5
5940,6
5941,8
5942,8
5943,5
5944,5
5945,8
5946,7
5947,5
5948,4
5949,7
5950,5
5951,6
5952,4
5953,5
5954,5
5955,8
5956,8
5957,8
5958,6
5959,5
5960,4
5961,7
5962,7
5963,8
5964,8
5965,8
5966,6
5967,7
5968,9
5969,6
5970,8
5971,9
5972,6
5973,7
5974,5
5975,8
5976,5
5977,4
5978,8
5979,5
5980,6
5981,6
5982,7
5983,6
5984,7
5985,7
5986,4
5987,7
5988,7
5989,8
5990,4
5991,6
5992,6
5993,6
5994,7
5995,6
5996,8
5997,6
5998,8
5999,8
6000,9
6001,6
6002,6
6003,5
6004,6
6005,4
6006,6
6007,6
6008,4
6009,7
6010,4
6011,6
6012,8
6013,4
6014,6
6015,7
6016,5
6017,7
6018,7
6019,8
6020,8
6021,8
6022,7
6023,9
6024,6
6025,3
6026,7
6027,5
6028,10
6029,6
6030,8
6031,5
6032,8
6033,6
6034,7
6035,5
6036,6
6037,5
6038,6
6039,7
6040,7
6041,7
6042,6
6043,8
6044,8
6045,7
6046,5
6047,6
6048,8
6049,7
6050,8
6051,8
6052,6
6053,7
6054,6
6055,6
6056,5
6057,8
6058,7
6059,9
6060,8
6061,6
6062,6
6063,9
6064,5
6065,9
6066,4
6067,8
6068,6
6069,8
6070,6
6071,8
6072,7
6073,7
6074,6
6075,8
6076,5
6077,5
6078,6
6079,7
6080,7
6081,7
6082,8
6083,8
6084,8
6085,6
6086,6
6087,9
6088,6
6089,7
6090,6
6091,9
6092,7
6093,8
6094,5
6095,6
6096,9
6097,8
6098,5
6099,5
6100,6
6101,6
6102,7
6103,4
6104,4
6105,8
6106,6
6107,7
6108,6
6109,5
6110,6
6111,8
6112,5
6113,9
6114,6
6115,6
6116,7
6117,8
6118,7
6119,6
6120,8
6121,8
6122,5
6123,6
6124,8
6125,4
6126,5
6127,5
6128,7
6129,6
6130,7
6131,6
6132,6
6133,5
6134,6
6135,8
6136,8
6137,9
6138,7
6139,8
6140,4
6141,5
6142,7
6143,7
6144,8
6145,8
6146,5
6147,8
6148,7
6149,6
6150,9
6151,6
6152,9
6153,4
6154,9
6155,7
6156,9
6157,3
6158,6
6159,6
6160,5
6161,7
6162,6
6163,5
6164,5
6165,8
6166,7
6167,5
6168,6
6169,6
6170,9
6171,8
6172,5
6173,4
6174,5
6175,8
6176,7
6177,6
6178,7
6179,8
6180,8
6181,7
6182,7
6183,8
6184,7
6185,9
6186,6
6187,9
6188,8
6189,7
6190,7
6191,8
6192,8
6193,4
6194,3
6195,5
6196,6
6197,5
6198,4
6199,7
6200,7
6201,5
6202,6
6203,6
6204,6
6205,4
6206,7
6207,7
6208,7
6209,6
6210,5
6211,9
6212,8
6213,7
6214,5
6215,5
6216,4
6217,9
6218,8
6219,5
6220,6
6221,8
6222,9
6223,6
6224,9
6225,6
6226,9
6227,7
6228,4
6229,8
6230,6
6231,8
6232,8
6233,9
6234,8
6235,8
6236,10
6237,6
6238,5
6239,6
6240,5
6241,4
6242,8
6243,6
6244,8
6245,7
6246,5
6247,7
6248,6
6249,7
6250,7
6251,7
6252,5
6253,6
6254,5
6255,6
6256,7
6257,9
6258,7
6259,7
6260,9
6261,7
6262,10
6263,6
6264,7
6265,5
6266,8
6267,9
6268,7
6269,7
6270,7
6271,6
6272,7
6273,5
6274,8
6275,6
6276,8
6277,3
6278,6
6279,8
6280,7
6281,6
6282,5
6283,6
6284,7
6285,6
6286,7
6287,6
6288,5
6289,9
6290,6
6291,7
6292,4
6293,8
6294,8
6295,3
6296,7
6297,7
6298,7
6299,6
6300,7
6301,6
6302,8
6303,7
6304,8
6305,7
6306,9
6307,6
6308,7
6309,6
6310,5
6311,5
6312,8
6313,9
6314,5
6315,8
6316,4
6317,7
6318,6
6319,7
6320,7
6321,8
6322,6
6323,6
6324,5
6325,5
6326,10
6327,7
6328,7
6329,5
6330,7
6331,6
6332,6
6333,6
6334,9
6335,6
6336,7
6337,6
6338,6
6339,7
6340,8
6341,4
6342,6
6343,7
6344,8
6345,7
6346,7
6347,7
6348,5
6349,2
6350,8
6351,6
6352,6
6353,8
6354,6
6355,6
6356,7
6357,8
6358,8
6359,5
6360,5
6361,5
6362,6
6363,8
6364,4
6365,8
6366,8
6367,8
6368,7
6369,5
6370,9
6371,7
6372,8
6373,7
6374,8
6375,7
6376,8
6377,8
6378,5
6379,5
6380,2
6381,5
6382,8
6383,5
6384,8
6385,9
6386,7
6387,8
6388,6
6389,6
6390,6
6391,7
6392,7
6393,9
6394,7
6395,6
6396,6
6397,6
6398,7
6399,8
6400,7
6401,7
6402,7
6403,8
6404,6
6405,7
6406,6
6407,5
6408,7
6409,9
6410,8
6411,6
6412,7
6413,6
6414,7
6415,6
6416,8
6417,7
6418,8
6419,7
6420,9
6421,10
6422,8
6423,8
6424,7
6425,7
6426,6
6427,7
6428,6
6429,5
6430,7
6431,5
6432,8
6433,6
6434,3
6435,5
6436,9
6437,7
6438,6
6439,7
6440,6
6441,6
6442,8
6443,6
6444,3
6445,8
6446,7
6447,5
6448,8
6449,6
6450,7
6451,6
6452,7
6453,4
6454,5
6455,8
6456,6
6457,6
6458,6
6459,6
6460,8
6461,9
6462,4
6463,3
6464,10
6465,9
6466,6
6467,5
6468,7
6469,5
6470,6
6471,6
6472,7
6473,9
6474,5
6475,5
6476,9
6477,9
6478,5
6479,7
6480,8
6481,9
6482,8
6483,7
6484,7
6485,6
6486,9
6487,8
6488,4
6489,6
6490,6
6491,7
6492,7
6493,9
6494,9
6495,6
6496,5
6497,3
6498,4
6499,8
6500,7
6501,6
6502,5
6503,6
6504,6
6505,4
6506,7
6507,5
6508,9
6509,9
6510,7
6511,5
6512,5
6513,9
6514,7
6515,6
6516,7
6517,5
6518,5
6519,8
6520,6
6521,6
6522,6
6523,7
6524,6
6525,7
6526,8
6527,5
6528,6
6529,6
6530,5
6531,6
6532,7
6533,8
6534,8
6535,7
6536,5
6537,9
6538,8
6539,7
6540,6
6541,6
6542,5
6543,9
6544,5
6545,5
6546,8
6547,8
6548,7
6549,5
6550,7
6551,6
6552,6
6553,7
6554,7
6555,8
6556,7
6557,5
6558,9
6559,7
6560,5
6561,6
6562,5
6563,8
6564,7
6565,5
6566,6
6567,4
6568,5
6569,7
6570,5
6571,8
6572,4
6573,6
6574,7
6575,7
6576,8
6577,6
6578,8
6579,4
6580,5
6581,5
6582,8
6583,7
6584,6
6585,9
6586,5
6587,5
6588,8
6589,9
6590,8
6591,6
6592,7
6593,4
6594,7
6595,8
6596,9
6597,6
6598,11
6599,7
6600,6
6601,7
6602,4
6603,10
6604,7
6605,5
6606,4
6607,6
6608,4
6609,9
6610,5
6611,4
6612,7
6613,2
6614,9
6615,7
6616,9
6617,6
6618,6
6619,5
6620,8
6621,4
6622,7
6623,6
6624,8
6625,8
6626,4
6627,4
6628,8
6629,4
6630,6
6631,6
6632,7
6633,5
6634,6
6635,6
6636,8
6637,10
6638,5
6639,6
6640,4
6641,8
6642,5
6643,8
6644,5
6645,7
6646,9
6647,4
6648,7
6649,4
6650,6
6651,5
6652,6
6653,6
6654,7
6655,4
6656,7
6657,7
6658,3
6659,9
6660,3
6661,5
6662,6
6663,7
6664,6
6665,6
6666,9
6667,7
6668,7
6669,8
6670,9
6671,5
6672,7
6673,7
6674,8
6675,5
6676,9
6677,10
6678,3
6679,6
6680,7
6681,4
6682,11
6683,6
6684,7
6685,9
6686,6
6687,8
6688,7
6689,5
6690,7
6691,8
6692,7
6693,5
6694,6
6695,7
6696,7
6697,8
6698,5
6699,8
6700,6
6701,5
6702,9
6703,6
6704,6
6705,4
6706,7
6707,6
6708,7
6709,7
6710,6
6711,5
6712,8
6713,6
6714,6
6715,4
6716,6
6717,4
6718,4
6719,5
6720,10
6721,7
6722,4
6723,6
6724,6
6725,5
6726,6
6727,7
6728,6
6729,5
6730,3
6731,7
6732,5
6733,5
6734,7
6735,8
6736,10
6737,6
6738,7
6739,7
6740,7
6741,8
6742,6
6743,8
6744,7
6745,5
6746,6
6747,5
6748,8
6749,7
6750,6
6751,6
6752,5
6753,5
6754,8
6755,7
6756,7
6757,10
6758,4
6759,4
6760,7
6761,8
6762,4
6763,10
6764,5
6765,6
6766,7
6767,10
6768,7
6769,7
6770,7
6771,11
6772,6
6773,5
6774,5
6775,6
6776,8
6777,5
6778,8
6779,8
6780,5
6781,5
6782,4
6783,6
6784,6
6785,5
6786,5
6787,10
6788,6
6789,6
6790,6
6791,5
6792,6
6793,7
6794,3
6795,8
6796,6
6797,8
6798,4
6799,5
6800,6
6801,8
6802,6
6803,7
6804,6
6805,7
6806,8
6807,5
6808,8
6809,7
6810,3
6811,5
6812,7
6813,6
6814,8
6815,6
6816,7
6817,5
6818,5
6819,7
6820,5
6821,6
6822,6
6823,5
6824,9
6825,4
6826,7
6827,5
6828,7
6829,8
6830,4
6831,6
6832,9
6833,6
6834,8
6835,4
6836,8
6837,6
6838,5
6839,6
6840,8
6841,8
6842,7
6843,6
6844,4
6845,4
6846,6
6847,5
6848,5
6849,7
6850,8
6851,8
6852,8
6853,6
6854,8
6855,6
6856,7
6857,7
6858,7
6859,8
6860,6
6861,6
6862,8
6863,5
6864,7
6865,7
6866,5
6867,5
6868,3
6869,7
6870,6
6871,6
6872,5
6873,6
6874,10
6875,4
6876,7
6877,10
6878,9
6879,4
6880,5
6881,6
6882,9
6883,8
6884,6
6885,10
6886,8
6887,5
6888,9
6889,4
6890,9
6891,7
6892,8
6893,6
6894,5
6895,8
6896,8
6897,6
6898,6
6899,8
6900,5
6901,8
6902,6
6903,7
6904,7
6905,7
6906,5
6907,7
6908,5
6909,6
6910,6
6911,12
6912,5
6913,7
6914,4
6915,4
6916,7
6917,8
6918,6
6919,7
6920,5
6921,7
6922,5
6923,9
6924,5
6925,7
6926,6
6927,5
6928,8
6929,8
6930,8
6931,6
6932,7
6933,7
6934,8
6935,6
6936,9
6937,6
6938,4
6939,9
6940,8
6941,6
6942,7
6943,6
6944,7
6945,7
6946,9
6947,10
6948,7
6949,5
6950,6
6951,8
6952,7
6953,7
6954,4
6955,6
6956,6
6957,7
6958,7
6959,9
6960,7
6961,7
6962,6
6963,6
6964,5
6965,5
6966,6
6967,9
6968,7
6969,6
6970,7
6971,5
6972,8
6973,8
6974,4
6975,7
6976,8
6977,9
6978,8
6979,6
6980,11
6981,7
6982,8
6983,6
6984,5
6985,10
6986,4
6987,6
6988,6
6989,8
6990,5
6991,7
6992,5
6993,7
6994,8
6995,8
6996,9
6997,7
6998,9
6999,8
7000,6
7001,7
7002,8
7003,4
7004,7
7005,5
7006,8
7007,7
7008,8
7009,5
7010,7
7011,4
7012,6
7013,7
7014,8
7015,7
7016,4
7017,9
7018,6
7019,8
7020,8
7021,4
7022,8
7023,6
7024,6
7025,10
7026,5
7027,8
7028,6
7029,4
7030,6
7031,5
7032,7
7033,8
7034,5
7035,8
7036,5
7037,8
7038,5
7039,5
7040,6
7041,8
7042,9
7043,5
7044,6
7045,9
7046,2
7047,7
7048,6
7049,6
7050,5
7051,5
7052,6
7053,6
7054,9
7055,5
7056,7
7057,8
7058,8
7059,6
7060,5
7061,6
7062,9
7063,5
7064,6
