,num_cp,dim_cp_1,dim_cp_2,dim_cp_3,dim_cp_4,dim_cp_5,dim_cp_6,dim_cp_7,dim_cp_8,dim_cp_9,dim_cp_10,dim_cp_11,dim_cp_12,dim_cp_13,dim_cp_14,dim_cp_15
1666,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5428,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
4920,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6650,5,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
5257,6,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0
2167,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
7471,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
2533,7,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0
1695,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1095,10,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
5914,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
5751,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
4291,7,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0
1630,9,1,1,1,1,1,2,2,2,4,0,0,0,0,0,0
4810,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
1881,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4623,7,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
6894,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
1612,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
978,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5160,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
6793,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0
3206,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
848,10,1,1,1,1,1,1,2,2,2,4,0,0,0,0,0
5584,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
3528,7,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0
2271,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
2392,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
3821,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1830,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
5597,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
47,13,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0
4119,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
1350,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
7306,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3382,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
446,13,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
2248,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1743,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
844,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
4201,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5341,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
2440,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
678,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
6859,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
7698,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
1294,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
4410,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3707,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4449,6,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0
7332,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0
6282,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
4694,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
1112,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
776,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
7418,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
2231,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
2228,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
2153,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5340,6,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0
6790,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
2955,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1366,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
1469,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
1851,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1963,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
2821,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
4708,5,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0
4536,8,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
4038,6,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0
485,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
2239,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
3907,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
2986,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4505,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6029,6,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0
30,13,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0
1879,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5698,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2845,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
5509,7,1,1,1,1,1,2,5,0,0,0,0,0,0,0,0
6296,6,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0
5070,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5371,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
1036,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
636,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
4990,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
2934,7,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0
1083,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
2615,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
861,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
3891,7,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0
903,10,1,1,1,1,1,1,2,2,3,3,0,0,0,0,0
3543,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
109,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
7547,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
4394,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
4247,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2885,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
7428,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0
7799,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
5769,5,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0
1831,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
3296,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2966,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
782,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
7660,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
4808,8,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
3455,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6897,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6109,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
1825,8,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0
2617,10,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
5412,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
1094,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
7065,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
3879,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6813,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
4778,7,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
5839,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
6654,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
1654,8,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
6435,6,1,1,1,1,2,5,0,0,0,0,0,0,0,0,0
7190,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
2323,9,1,1,1,1,1,1,2,2,4,0,0,0,0,0,0
2413,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
6022,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
2654,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3204,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
2678,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5927,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
5113,6,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
5125,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
7444,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
3309,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
178,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
3049,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
3639,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3221,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
1204,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
2202,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
4901,8,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
6379,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
6061,6,1,1,1,1,2,5,0,0,0,0,0,0,0,0,0
2939,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
7805,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
6979,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
1770,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
829,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
941,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4461,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
2486,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
627,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
4520,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
4620,7,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
925,10,1,1,1,1,1,1,2,2,2,4,0,0,0,0,0
295,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
1052,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
2707,8,1,1,1,1,2,2,3,3,0,0,0,0,0,0,0
5368,7,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0
6317,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
2764,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
944,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6251,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6520,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
12,15,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
1117,10,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
6661,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
7678,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
3971,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
3437,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
4392,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1319,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
779,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
7668,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
7179,4,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0
3484,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
3626,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5964,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
653,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
2477,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
5120,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
3257,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6272,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
4751,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
2960,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
7651,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5823,5,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
6340,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
7825,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5728,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
2864,8,1,1,1,1,1,2,3,4,0,0,0,0,0,0,0
5749,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5458,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
570,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
1448,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
4099,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3909,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
4207,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
6149,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
1745,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
2741,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
1590,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5465,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
287,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
1738,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4925,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
7249,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
7727,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
4871,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4689,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
3520,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5239,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
1684,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5121,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1338,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
3968,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2742,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
7276,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6447,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5317,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
7552,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2258,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
6406,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4766,6,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0
5634,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6472,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
7699,4,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0
4323,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
1564,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
6001,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
4561,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7002,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
5171,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2185,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
3731,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
1231,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
7815,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
2254,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
1951,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
7294,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
113,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
6672,5,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0
2509,8,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
5755,5,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
3903,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
2548,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3279,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
507,11,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
7747,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
5246,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
6589,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
6795,4,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0
3921,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
4168,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2850,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4593,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5818,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
7383,4,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0
350,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
7223,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
4264,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6810,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
2505,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
2620,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4250,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
1114,10,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
2846,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
5548,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
298,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
1675,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6237,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0
7434,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3412,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
7684,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0
6415,6,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0
6227,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
3534,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
229,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
76,13,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
5850,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
5650,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
4034,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5054,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
2103,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
7426,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0
7014,4,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
6460,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
5441,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
5247,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
1614,9,1,1,1,1,1,2,2,3,3,0,0,0,0,0,0
607,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
7069,5,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
1093,10,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
3121,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2622,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
6367,5,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0
7709,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
7449,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
203,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
2387,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
3554,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4518,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
837,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
5102,6,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0
7785,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
5967,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
1609,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4936,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7088,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4442,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
2732,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3193,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
6037,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
5472,6,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0
7256,5,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0
4927,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
5681,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6510,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
3024,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
3819,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
3912,7,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
657,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
790,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5255,6,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0
6791,8,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
6480,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
2561,7,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
4267,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
1359,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
5768,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
2347,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5653,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
7290,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
2781,8,1,1,1,1,1,1,2,3,0,0,0,0,0,0,0
3131,8,1,1,1,1,2,2,3,3,0,0,0,0,0,0,0
5771,5,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0
5969,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
6864,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
3954,7,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
6139,4,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
2575,7,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0
6009,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5491,6,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0
4035,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6823,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
6710,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1780,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3258,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
803,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
857,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5169,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4584,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
990,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
5278,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
7292,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
5551,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
219,11,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
3149,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
1288,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
582,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
2618,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
43,13,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0
1234,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
5537,6,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0
6162,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3539,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
7592,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
1892,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5471,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
6877,5,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0
5292,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
6497,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1071,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
718,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
2364,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1505,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
670,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
4523,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
2952,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4740,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
7504,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4556,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
897,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
6326,6,1,1,1,1,2,5,0,0,0,0,0,0,0,0,0
2666,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2890,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
5379,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1530,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
4781,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
6574,5,1,1,2,2,5,0,0,0,0,0,0,0,0,0,0
6274,5,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
5345,6,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0
5331,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3624,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
