,num_cp,dim_cp_1,dim_cp_2,dim_cp_3,dim_cp_4,dim_cp_5,dim_cp_6,dim_cp_7,dim_cp_8,dim_cp_9,dim_cp_10,dim_cp_11,dim_cp_12,dim_cp_13,dim_cp_14,dim_cp_15
5518,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5995,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
1874,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
2370,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
1769,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5714,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
3703,8,1,1,1,1,2,2,3,3,0,0,0,0,0,0,0
1983,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
531,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5632,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5930,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
3881,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
2881,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
81,13,1,1,1,1,1,1,1,1,2,2,2,2,3,0,0
7155,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
3362,6,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0
2163,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
731,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
2339,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
5716,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
2232,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4246,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4409,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7398,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
7458,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
4519,7,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0
4939,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3646,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
6380,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
2705,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
1255,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
2104,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
4526,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6674,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
4320,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
898,10,1,1,1,1,1,1,2,2,3,3,0,0,0,0,0
428,13,1,1,1,1,1,1,1,1,2,2,2,2,3,0,0
5433,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3501,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6153,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
7106,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1222,10,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
7029,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
3360,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
5641,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5050,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4347,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5935,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1621,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
7012,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3975,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
6275,5,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0
1096,10,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
2715,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2072,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
7092,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
5143,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
3927,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
5483,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
6631,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2588,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
1788,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
7448,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
4032,8,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
528,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5072,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
192,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
4224,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
1126,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
7255,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
3996,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
5780,5,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
304,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
3422,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
1292,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
70,13,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
7754,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
4486,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
2687,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4060,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
6684,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
831,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
5037,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1456,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3869,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
4803,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
238,11,1,1,1,1,1,1,1,2,2,2,4,0,0,0,0
92,12,1,1,1,1,1,1,1,2,2,2,2,3,0,0,0
2977,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6964,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
7492,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
5397,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
3780,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
4328,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5204,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
4140,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
4943,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
1001,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
4503,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7520,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2377,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
4398,6,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
3454,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
6477,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3165,7,1,1,1,1,2,3,4,0,0,0,0,0,0,0,0
1532,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
2410,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
4767,6,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0
411,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
3460,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
7527,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2805,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
7247,4,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0
5781,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
3082,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
4507,7,1,1,1,1,2,3,4,0,0,0,0,0,0,0,0
1736,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
3535,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4932,6,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0
7160,5,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0
6219,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5990,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
5495,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
633,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
3021,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
498,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6605,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
2463,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
4421,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
637,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
720,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
288,11,1,1,1,1,1,1,1,2,2,2,4,0,0,0,0
757,10,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
3159,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
6268,5,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
3089,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
4877,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
6440,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4710,7,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
449,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
596,11,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
4984,5,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
1068,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1942,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
1647,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
3827,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5168,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
2700,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1700,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6302,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
7589,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
4077,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2942,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6444,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3352,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7258,6,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0
2123,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4043,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
86,13,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
2308,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2677,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6343,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
6046,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
7751,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2594,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3545,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3058,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1029,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3813,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2876,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4418,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
3347,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
2144,8,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
3838,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
6203,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
7327,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1200,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
2025,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
621,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
7139,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
566,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
7081,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1837,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
1334,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
5722,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7462,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
2099,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5785,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
3288,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
6307,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1688,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
745,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5374,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4257,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
2187,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
195,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
1152,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4019,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
5180,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
802,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
6755,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2350,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
7328,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3286,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
7108,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
5879,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
2068,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2907,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3433,7,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0
7275,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
644,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
6942,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5893,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4092,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
6160,5,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0
5461,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
120,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
1777,8,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0
2981,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
6800,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
3074,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6315,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
4696,5,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0
3035,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2135,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5452,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6224,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
134,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
6936,5,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
4266,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4165,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
3861,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
2559,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
62,13,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
5132,6,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
6842,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
4222,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
1642,9,1,1,1,1,1,2,2,3,3,0,0,0,0,0,0
2467,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
679,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
4393,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
741,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
1211,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
2170,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5931,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
6523,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
7284,5,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
2900,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
567,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
1873,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
648,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
2596,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
1717,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
6516,5,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
2843,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1392,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
7278,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
6433,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
5231,5,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0
5436,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
6542,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
489,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
493,11,1,1,1,1,1,1,1,2,2,3,3,0,0,0,0
690,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
7620,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
602,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
1911,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
5407,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
4763,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5400,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5570,5,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
4169,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
3616,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5706,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
2366,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1187,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
274,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
4454,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4529,8,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
1361,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
4205,7,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0
1526,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
5482,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
3771,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
7797,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
5384,7,1,1,1,1,2,2,5,0,0,0,0,0,0,0,0
4004,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
7379,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
1337,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
3541,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
945,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6180,5,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0
2250,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
7700,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
801,10,1,1,1,1,1,1,2,2,2,4,0,0,0,0,0
4157,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2346,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
68,13,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
5758,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
6399,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2784,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
1598,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
6752,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
4626,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5097,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1503,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5614,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
150,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
2804,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
7315,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
2086,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
7154,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2259,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3803,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5897,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6060,6,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
6471,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
859,10,1,1,1,1,1,1,2,2,3,3,0,0,0,0,0
5842,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
7054,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
3378,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
6708,5,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
3994,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
366,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
1432,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
4217,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
5507,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
1779,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
4796,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4085,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
1818,8,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0
5021,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
841,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
2704,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1189,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
175,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
4354,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7381,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
617,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
2093,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3308,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5711,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
3688,7,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
82,13,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
3680,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3208,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
816,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
1030,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3947,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
300,12,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0
4373,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
1472,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
283,11,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
2028,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
7561,4,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
4816,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
6638,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7253,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
1813,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
1271,9,1,1,1,1,1,1,2,2,4,0,0,0,0,0,0
5362,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
4756,6,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0
7425,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
5849,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6885,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
3150,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
820,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
2313,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2008,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
4829,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
2642,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5082,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
7152,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
2305,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4192,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
3995,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
99,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
4604,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
744,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
7259,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
480,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
5198,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
7618,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
5552,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
1157,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
7497,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
5077,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
6989,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1437,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
2414,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
4594,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
402,11,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
6915,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2195,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
949,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5733,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2067,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
4050,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
